name,first_name,last_name,price,above_100
Micheal Castro,Micheal,Castro,252.68362340000002,true
Scott Dunn,Scott,Dunn,285.4456877,true
Tyler Johnson,Tyler,Johnson,94.73063095,
Daniel Alexander,Daniel,Alexander,174.9467362,true
Jennifer Powell,Jennifer,Powell,245.40014,true
Joseph Cross,Joseph,Cross,34.92207275,
Stacy Wright,Stacy,Wright,60.60246858,
Jennifer Sosa,Jennifer,Sosa,209.1023241,true
Dr. Joel Myers PhD,Joel,PhD,64.85581509,
Charles Hall,Charles,Hall,55.60324358,
Jennifer Ward,Jennifer,Ward,230.34582090000004,true
Courtney Jones,Courtney,Jones,177.78737130000002,true
Ashley Sanders,Ashley,Sanders,10.16997317,
Monica Thomas,Monica,Thomas,248.86284819999997,true
Stacey Johnston,Stacey,Johnston,29.29713703,
Matthew Fisher,Matthew,Fisher,256.4910536,true
Stephen Caldwell,Stephen,Caldwell,90.13948262,
Amanda Allen,Amanda,Allen,252.7245451,true
Reginald Wheeler,Reginald,Wheeler,187.47169240000002,true
Michael Mckee,Michael,Mckee,108.49853490000001,true
Mrs. Elizabeth Richard,s.,Richard,291.6208208,true
Roy Park,Roy,Park,260.10671940000003,true
Alexander Hampton,Alexander,Hampton,163.4734673,true
Lisa Smith,Lisa,Smith,107.39945060000001,true
Brian Peters,Brian,Peters,160.48893049999998,true
Brittany King,Brittany,King,192.22940069999999,true
James Fuller,James,Fuller,299.4742195,true
Kevin Hernandez,Kevin,Hernandez,268.3482239,true
Jason Sanders,Jason,Sanders,279.41068789999997,true
Charles Garcia,Charles,Garcia,28.70450704,
Laura Martin,Laura,Martin,127.6841221,true
Joel Aguilar,Joel,Aguilar,217.00834680000003,true
Gina Simmons,Gina,Simmons,297.3098769,true
William White,William,White,119.6532362,true
Matthew Odonnell,Matthew,Odonnell,167.1080615,true
Sara Barnett,Sara,Barnett,248.5900599,true
Stephanie Charles,Stephanie,Charles,134.0241038,true
Steven Barrett,Steven,Barrett,298.1119629,true
Margaret Buckley,Margaret,Buckley,289.2707827,true
Jesus Fisher,Jesus,Fisher,160.36012,true
Walter Wiggins,Walter,Wiggins,129.9098605,true
Travis Stone,Travis,Stone,197.18416509999997,true
Jonathan Castro,Jonathan,Castro,238.5105965,true
Richard Carroll,Richard,Carroll,92.49342137,
Joshua Tapia,Joshua,Tapia,70.45020144,
Ashley Wright,Ashley,Wright,76.43870413,
Karen Smith,Karen,Smith,23.21067191,
Kathryn Oconnell,Kathryn,Oconnell,126.4118798,true
Sarah Wagner,Sarah,Wagner,215.31801069999997,true
Sheryl Baker,Sheryl,Baker,164.4894086,true
Lisa Scott,Lisa,Scott,148.53717360000002,true
Tamara Mason,Tamara,Mason,12.72067225,
Stephen Perez,Stephen,Perez,258.4584762,true
Michelle Fletcher,Michelle,Fletcher,98.23209773,
Krystal Bell,Krystal,Bell,105.686706,true
Maureen Davis,Maureen,Davis,131.3180759,true
Ashley Morris,Ashley,Morris,60.79234267,
Felicia Hammond,Felicia,Hammond,126.39656869999999,true
Ronald Harper,Ronald,Harper,30.25918404,
Carol Murphy,Carol,Murphy,278.40085189999996,true
Cody Marquez,Cody,Marquez,74.6976087,
Kiara Bishop,Kiara,Bishop,213.15195930000004,true
Jesse Moss,Jesse,Moss,160.0214752,true
Maria Mcdonald,Maria,Mcdonald,212.9854098,true
John Murphy,John,Murphy,21.29303319,
Patricia Turner,Patricia,Turner,253.64942909999996,true
Reginald Martinez,Reginald,Martinez,260.9501201,true
Stephanie Brewer,Stephanie,Brewer,46.43427453,
Kimberly Cooper,Kimberly,Cooper,223.6248014,true
Vickie Stuart,Vickie,Stuart,99.05905827,
Louis Williams,Louis,Williams,114.4329354,true
Anthony Tapia,Anthony,Tapia,183.36346709999998,true
Devin Pugh,Devin,Pugh,162.5232565,true
Sara Brown,Sara,Brown,157.8131238,true
Tanya Gonzales,Tanya,Gonzales,27.83669992,
Mrs. Nicole Thomas DDS,s.,Thomas,0.8279421990000001,
William Ward,William,Ward,266.28455069999995,true
Ashley Cooper MD,Ashley,MD,69.44262108,
Aaron Williams,Aaron,Williams,107.65388229999999,true
Michael Russell,Michael,Russell,274.03846469999996,true
Heather Robinson,Heather,Robinson,12.94184911,
Rick Fritz,Rick,Fritz,69.17701509,
Michael Hill,Michael,Hill,264.88777769999996,true
Ethan Garcia,Ethan,Garcia,185.9409439,true
Hector Yates,Hector,Yates,10.42055504,
Brandon Willis,Brandon,Willis,24.06700478,
Holly Parker,Holly,Parker,277.6591294,true
Karen Herring,Karen,Herring,116.91661200000001,true
Michael Smith,Michael,Smith,33.44799229,
Shawna Andrews,Shawna,Andrews,274.73445130000005,true
Ruben Lee,Ruben,Lee,10.15776929,
Jennifer Taylor,Jennifer,Taylor,60.77952648,
Veronica Obrien,Veronica,Obrien,212.68359869999998,true
Crystal Bryant,Crystal,Bryant,148.714562,true
Lori Guerrero,Lori,Guerrero,177.2928698,true
Adam Silva,Adam,Silva,204.4841277,true
Jose Mcbride,Jose,Mcbride,42.89423532,
Ernest Simon,Ernest,Simon,12.848450699999999,
Dana Hernandez,Dana,Hernandez,164.5007659,true
Lisa Hopkins,Lisa,Hopkins,269.1158361,true
Cory Riley,Cory,Riley,104.31956020000001,true
Danny Davenport,Danny,Davenport,263.7355581,true
Zachary Day DDS,Zachary,DDS,259.7307972,true
Amanda Bernard,Amanda,Bernard,240.51258109999998,true
Michelle Lopez PhD,Michelle,PhD,123.5572597,true
Molly Hodges,Molly,Hodges,122.942149,true
Tara Dudley,Tara,Dudley,190.27811210000002,true
Keith Walsh,Keith,Walsh,229.3224534,true
Matthew Barrett,Matthew,Barrett,203.4492239,true
Leslie Pierce,Leslie,Pierce,293.9357336,true
Jonathon Marsh,Jonathon,Marsh,215.0848449,true
Kristin Dillon,Kristin,Dillon,249.641034,true
Lauren Harris,Lauren,Harris,110.41880479999999,true
Sean Morales,Sean,Morales,236.93695099999997,true
Stephanie Pierce,Stephanie,Pierce,184.6969693,true
Amanda Parker,Amanda,Parker,265.7538269,true
Patrick Johnson,Patrick,Johnson,195.188147,true
Jeffrey Lowery,Jeffrey,Lowery,105.54211869999999,true
Bethany Morales,Bethany,Morales,35.32101518,
Andrea Dennis,Andrea,Dennis,175.20050780000003,true
John Mendoza,John,Mendoza,262.79525409999997,true
Kevin Campos,Kevin,Campos,140.35154599999998,true
Katie Parks,Katie,Parks,235.7672262,true
Robert Johnson,Robert,Johnson,249.5967381,true
Lucas Graham,Lucas,Graham,93.13959296,
Evan Anderson,Evan,Anderson,261.9463998,true
Donna Pineda,Donna,Pineda,190.63114480000002,true
Connie Berger,Connie,Berger,141.89253480000002,true
Todd Jordan,Todd,Jordan,149.257265,true
Arthur Hogan,Arthur,Hogan,214.16060040000002,true
Allison Baxter,Allison,Baxter,150.4414677,true
Connie Rogers,Connie,Rogers,115.2425186,true
Erin Berger,Erin,Berger,42.1905731,
Christina Schneider,Christina,Schneider,195.3549273,true
Jeremy Krueger,Jeremy,Krueger,34.08457452,
Michael Bailey,Michael,Bailey,126.9175521,true
Nancy Wood,Nancy,Wood,87.0005467,
Ruben Wise,Ruben,Wise,236.16259359999998,true
Robert Thomas,Robert,Thomas,1.175426149,
Heidi Elliott,Heidi,Elliott,202.76768149999998,true
Colleen Barnes,Colleen,Barnes,112.4460675,true
Evan Stephens,Evan,Stephens,16.31834351,
Yvonne Terrell,Yvonne,Terrell,253.6670795,true
David Cooper,David,Cooper,190.2239465,true
Philip Hudson,Philip,Hudson,74.56003818,
Ryan Miller,Ryan,Miller,224.3280539,true
Sierra Mcdaniel,Sierra,Mcdaniel,28.43344697,
Michelle Benson,Michelle,Benson,103.48797950000001,true
Anthony Spencer,Anthony,Spencer,97.00705418,
Brandon Harrison,Brandon,Harrison,186.4647297,true
Kayla Mendoza,Kayla,Mendoza,49.49263966,
Wendy Smith,Wendy,Smith,22.96637075,
Leslie Diaz,Leslie,Diaz,200.9823949,true
Robert Austin,Robert,Austin,18.7403859,
Grant Snyder,Grant,Snyder,31.61132475,
Lisa Tucker,Lisa,Tucker,10.85501411,
Joseph Mcintyre,Joseph,Mcintyre,40.61343114,
Cynthia Crawford,Cynthia,Crawford,163.98635359999997,true
Debra Reeves,Debra,Reeves,264.5385546,true
Brandi Jenkins,Brandi,Jenkins,75.80811688,
Richard Terry,Richard,Terry,57.09148172,
Laura Adams,Laura,Adams,79.97823475,
Jeffery Coleman,Jeffery,Coleman,160.21778490000003,true
James Wright,James,Wright,197.59424740000003,true
Michael Baird,Michael,Baird,27.36696414,
Andrea Campbell,Andrea,Campbell,102.862813,true
Melissa Donaldson,Melissa,Donaldson,299.04218060000005,true
Debra Brown,Debra,Brown,197.13953999999998,true
Jesse Flores,Jesse,Flores,55.22621765,
Keith White,Keith,White,96.4713786,
Amy Haynes,Amy,Haynes,23.77645827,
Nicole Watson,Nicole,Watson,62.17613483,
Mr. Danny Bennett PhD,Danny,PhD,259.6518499,true
Isabel Young,Isabel,Young,215.7325161,true
Rebecca Guzman,Rebecca,Guzman,125.2388105,true
Jason Robinson,Jason,Robinson,15.26988999,
Jason Carpenter,Jason,Carpenter,244.40025519999998,true
Teresa Warren,Teresa,Warren,12.73833171,
Tammy Berg,Tammy,Berg,14.18425361,
John Roberts,John,Roberts,217.000161,true
Allison Sloan,Allison,Sloan,222.7228909,true
Hannah Jones,Hannah,Jones,135.3119207,true
Gina Perez,Gina,Perez,52.41984972,
Jennifer Wilson,Jennifer,Wilson,278.3035455,true
Donald Brown,Donald,Brown,174.51103730000003,true
Brianna Thomas,Brianna,Thomas,109.76491429999999,true
Jeffery Hicks,Jeffery,Hicks,40.80233964,
Kristi Barrera,Kristi,Barrera,111.23573200000001,true
Ashley Hall,Ashley,Hall,11.00738203,
William Ross,William,Ross,246.7988508,true
Sharon Rogers,Sharon,Rogers,269.64452919999997,true
Samantha Reyes,Samantha,Reyes,285.11858989999996,true
Jesse Brown,Jesse,Brown,223.73859339999998,true
Sharon Carroll,Sharon,Carroll,259.0247174,true
Julia Mueller,Julia,Mueller,179.24005480000002,true
Amanda Adams,Amanda,Adams,95.53072617,
Luis Beck,Luis,Beck,196.94787140000003,true
Gary Ryan,Gary,Ryan,103.3722476,true
Carrie Nelson,Carrie,Nelson,39.62851606,
Dustin Cohen,Dustin,Cohen,134.88395549999998,true
Jacob Hood,Jacob,Hood,223.0015524,true
John Wright,John,Wright,23.16382223,
Andrew Hansen,Andrew,Hansen,118.94502150000001,true
Tracy Charles,Tracy,Charles,219.71924930000003,true
Teresa Kane,Teresa,Kane,72.66856659,
Steve Chavez,Steve,Chavez,17.45069578,
Heather Miller,Heather,Miller,279.6719453,true
Kevin Carter,Kevin,Carter,268.6486624,true
Alec Davis,Alec,Davis,196.50126609999998,true
David Mitchell,David,Mitchell,65.46654262,
Janet Ramsey,Janet,Ramsey,110.33495719999999,true
Joe Clark,Joe,Clark,159.2907416,true
Jared Stephens,Jared,Stephens,187.1385115,true
Ernest Fisher,Ernest,Fisher,167.73470559999998,true
Heather Anderson,Heather,Anderson,54.28141313,
Robert White,Robert,White,64.13545631,
Brenda Gonzales,Brenda,Gonzales,246.2889222,true
Brandon Johnson,Brandon,Johnson,64.2705519,
Julia Price,Julia,Price,102.1863472,true
Bethany Keller,Bethany,Keller,23.3006676,
Andrew Hughes,Andrew,Hughes,259.53141189999997,true
Kevin Cook,Kevin,Cook,205.67826399999998,true
Jessica Lloyd,Jessica,Lloyd,182.7867866,true
Tiffany Mathews,Tiffany,Mathews,255.389612,true
Brenda Orr,Brenda,Orr,164.10284030000003,true
Raymond Bryant,Raymond,Bryant,203.9194426,true
Cynthia Hill,Cynthia,Hill,18.00711682,
Brenda Martin,Brenda,Martin,137.0769406,true
Morgan Martin,Morgan,Martin,30.24532805,
Kelly Jones,Kelly,Jones,174.76100060000002,true
Garrett Cortez,Garrett,Cortez,82.15377847,
Sean Munoz,Sean,Munoz,176.29864750000002,true
Jennifer Kennedy,Jennifer,Kennedy,86.27560550000001,
Ryan Rogers,Ryan,Rogers,295.54824229999997,true
Mary Moore,Mary,Moore,121.54779270000002,true
Kimberly Gomez,Kimberly,Gomez,92.76134992,
Gregory Russell,Gregory,Russell,249.1170454,true
Jenna Conway,Jenna,Conway,269.73996989999995,true
Paula Taylor,Paula,Taylor,146.3702895,true
Sherry Davis,Sherry,Davis,75.46719838,
Angela Pope,Angela,Pope,87.0866185,
Alicia Petersen,Alicia,Petersen,40.53590012,
Jerry Castillo,Jerry,Castillo,95.92622912,
Mary Hernandez DDS,Mary,DDS,60.47897749,
Jessica Morton,Jessica,Morton,70.52882232,
Derrick Lane,Derrick,Lane,178.27598500000002,true
Jennifer Daniels,Jennifer,Daniels,50.86728212,
Troy Taylor,Troy,Taylor,257.7863815,true
Travis Dixon,Travis,Dixon,280.80808039999994,true
Ana Garcia,Ana,Garcia,186.2836961,true
Robin Johns,Robin,Johns,223.81398419999996,true
Jacqueline Campbell,Jacqueline,Campbell,216.8275543,true
Sonya Oconnor,Sonya,Oconnor,207.8371821,true
Timothy Simmons,Timothy,Simmons,12.36549766,
Nicholas Davenport,Nicholas,Davenport,204.874313,true
Ashley Norris,Ashley,Norris,190.98113759999998,true
Stephanie Ferguson,Stephanie,Ferguson,176.4478201,true
Stephen Gibson,Stephen,Gibson,281.92735580000004,true
Pamela Flores,Pamela,Flores,267.4502766,true
Alexandra Marshall,Alexandra,Marshall,120.3599835,true
Cynthia Burns,Cynthia,Burns,251.25629890000002,true
Vincent Robles,Vincent,Robles,88.95926153,
Richard Randall,Richard,Randall,153.80030449999998,true
Lisa Christian,Lisa,Christian,61.6355412,
Robert Butler,Robert,Butler,136.8308956,true
Wendy Nelson,Wendy,Nelson,225.8217721,true
Melinda Wang,Melinda,Wang,160.0017419,true
Jasmine Ramsey,Jasmine,Ramsey,105.79826409999998,true
Lori Wilson,Lori,Wilson,293.5021497,true
Jacob Marks,Jacob,Marks,142.1962704,true
Michael Smith,Michael,Smith,251.45055930000004,true
Thomas Mata,Thomas,Mata,55.93532487,
Laura Ramos,Laura,Ramos,93.29236862,
Sean White,Sean,White,240.5499275,true
Nathaniel Martin,Nathaniel,Martin,67.5746927,
Richard Jones,Richard,Jones,9.800347835,
William Beltran,William,Beltran,93.86267343,
Joshua Beard,Joshua,Beard,155.0016551,true
Isabel Schmidt,Isabel,Schmidt,151.7884437,true
Albert Jefferson,Albert,Jefferson,7.324849522,
Cynthia Cannon,Cynthia,Cannon,190.48119680000002,true
Ryan Miller,Ryan,Miller,185.5386897,true
Thomas Lyons,Thomas,Lyons,81.89970365,
Michael Silva,Michael,Silva,274.019123,true
Donna Hill,Donna,Hill,72.13647466,
Marcus Fisher,Marcus,Fisher,67.45343443,
Dale Williams,Dale,Williams,286.26160530000004,true
Adam Smith,Adam,Smith,61.98255031,
Jason Fritz,Jason,Fritz,48.06669667,
Ann Williams,Ann,Williams,124.7300315,true
Roberta Hebert,Roberta,Hebert,69.11214832,
Mallory Bennett,Mallory,Bennett,97.11298942,
Jamie Bowman MD,Jamie,MD,221.71375409999996,true
Robert Rodriguez,Robert,Rodriguez,58.69922245,
Brenda Martinez,Brenda,Martinez,100.915405,true
Jonathan Lowery,Jonathan,Lowery,95.98905914,
Joshua Gordon,Joshua,Gordon,81.34162271,
Jessica Ferguson,Jessica,Ferguson,121.81775790000002,true
Christopher Lee,Christopher,Lee,16.01949687,
Carlos Powell,Carlos,Powell,136.4061935,true
Michael White,Michael,White,296.8779782,true
Melissa Patel,Melissa,Patel,222.3379779,true
Ryan Jimenez,Ryan,Jimenez,8.806463395,
Jacob Jones,Jacob,Jones,268.78965350000004,true
Michele Walters,Michele,Walters,49.86105087,
Lonnie Mccarty,Lonnie,Mccarty,268.5851476,true
Michelle Guerrero,Michelle,Guerrero,22.68433563,
Gerald Stuart,Gerald,Stuart,281.1040514,true
Sarah Baker,Sarah,Baker,121.093534,true
Michelle Becker PhD,Michelle,PhD,28.5247473,
Jonathan Matthews,Jonathan,Matthews,170.2977957,true
Jacob Vaughan,Jacob,Vaughan,45.98335043,
Tammy Thompson,Tammy,Thompson,185.445612,true
Jade Anderson,Jade,Anderson,42.61384102,
Deborah Johnson,Deborah,Johnson,231.3035329,true
Austin Church,Austin,Church,224.5294176,true
Alyssa Ferguson,Alyssa,Ferguson,167.46344960000002,true
Nicholas Palmer,Nicholas,Palmer,234.19830730000004,true
David Anderson,David,Anderson,126.53761259999999,true
Connie English,Connie,English,71.14644248,
Jeffrey Williams,Jeffrey,Williams,196.50494609999998,true
Jonathan Smith,Jonathan,Smith,45.5695152,
Nicole Martinez,Nicole,Martinez,98.99699781,
Matthew Fuentes,Matthew,Fuentes,15.00357735,
Brian Castro,Brian,Castro,283.53058300000004,true
Michael Washington,Michael,Washington,251.41097200000002,true
Elizabeth George,Elizabeth,George,119.94430449999999,true
April Carpenter,April,Carpenter,97.13934044,
Scott Jackson,Scott,Jackson,66.00743436,
Christopher Johnson,Christopher,Johnson,194.5705341,true
Shelby Robles,Shelby,Robles,251.0205577,true
Alfred Price,Alfred,Price,44.88101459,
Kathleen Bates,Kathleen,Bates,106.2687842,true
Dawn Lawson,Dawn,Lawson,141.070424,true
Valerie Calderon,Valerie,Calderon,165.5704164,true
Rachel Garcia,Rachel,Garcia,86.89703181,
Sharon Singleton,Sharon,Singleton,178.253908,true
Patrick Madden,Patrick,Madden,216.3499324,true
Christina Simmons,Christina,Simmons,243.9411562,true
Sarah Smith,Sarah,Smith,78.60291991,
Christina Hernandez,Christina,Hernandez,158.340668,true
William Scott,William,Scott,42.635781099999996,
Katherine George,Katherine,George,291.1982182,true
Patricia Murray,Patricia,Murray,240.7156421,true
Angela Myers,Angela,Myers,287.6003604,true
Wayne Baker,Wayne,Baker,3.161650812,
Kelsey King,Kelsey,King,104.5095017,true
Joseph Singleton,Joseph,Singleton,125.2038885,true
Haley Cox,Haley,Cox,243.064921,true
Amy Reed,Amy,Reed,13.4034733,
Kelly Johnson,Kelly,Johnson,154.9458495,true
Luke Lyons,Luke,Lyons,35.69136143,
Randy Johns,Randy,Johns,138.76622690000002,true
Joshua Hogan,Joshua,Hogan,188.54524530000003,true
Ricardo Leon,Ricardo,Leon,32.39762181,
Wendy Perry MD,Wendy,MD,150.7493531,true
Amy Decker,Amy,Decker,205.91837809999998,true
Karen Crane,Karen,Crane,161.1175036,true
Dan Sanders,Dan,Sanders,88.36089031,
George Garcia,George,Garcia,196.3710897,true
Sherry Flores,Sherry,Flores,176.1410839,true
Timothy Boyle,Timothy,Boyle,244.45297569999997,true
Julia Patrick,Julia,Patrick,121.7239919,true
Joshua Clark,Joshua,Clark,290.85886239999996,true
Melissa Jackson,Melissa,Jackson,2.993787587,
Elizabeth Estes,Elizabeth,Estes,6.351425195,
Erin Clark,Erin,Clark,211.4611389,true
Cynthia Smith,Cynthia,Smith,270.1816099,true
Stacy Anderson,Stacy,Anderson,259.97782709999996,true
Elizabeth Brown,Elizabeth,Brown,13.12619513,
Christine Murray,Christine,Murray,281.6024751,true
James Golden,James,Golden,62.2150147,
Jeremy Butler,Jeremy,Butler,16.5737869,
Matthew Andersen,Matthew,Andersen,275.7089613,true
Jonathan Parker,Jonathan,Parker,174.3661801,true
Richard Warren,Richard,Warren,182.5849371,true
Sandra Vargas,Sandra,Vargas,88.17070751,
Kendra Martinez,Kendra,Martinez,288.9749105,true
Adam Foster,Adam,Foster,113.33507340000001,true
Thomas Fisher,Thomas,Fisher,261.3018639,true
Shelly Fritz,Shelly,Fritz,198.06355109999998,true
Maria Blanchard,Maria,Blanchard,92.48764037,
Mandy Greer,Mandy,Greer,256.7382349,true
Martin Jones,Martin,Jones,249.6732518,true
Robert Morris,Robert,Morris,291.2869627,true
Taylor Lopez,Taylor,Lopez,199.7994875,true
Nicole Lewis,Nicole,Lewis,63.89710536,
Christine Wright,Christine,Wright,276.383749,true
David Robinson,David,Robinson,192.5576533,true
Christopher Case,Christopher,Case,25.68763011,
Mark Ward,Mark,Ward,136.7142552,true
Dana Phillips,Dana,Phillips,100.52959440000001,true
John Jensen,John,Jensen,103.28547209999999,true
Michelle Robinson,Michelle,Robinson,224.3184536,true
Michael Simmons,Michael,Simmons,43.93832827,
Cynthia Ortiz MD,Cynthia,MD,178.7195497,true
Luis Woods,Luis,Woods,183.70538100000002,true
Mitchell Glover,Mitchell,Glover,220.61204980000002,true
Sarah Thompson,Sarah,Thompson,117.4197981,true
Jeffrey Macias,Jeffrey,Macias,194.8399457,true
Brian Drake,Brian,ake,173.5510389,true
Julie Brown,Julie,Brown,91.19012588,
Gregory Hayes,Gregory,Hayes,55.38220689,
James Rice,James,Rice,151.830502,true
Gabriel Jackson,Gabriel,Jackson,200.05092919999998,true
Melissa Valdez,Melissa,Valdez,224.65184930000004,true
Thomas Mullen,Thomas,Mullen,207.2032153,true
Dawn Smith,Dawn,Smith,51.30087598,
Lisa Glover,Lisa,Glover,252.4407738,true
Anna Austin,Anna,Austin,24.93407772,
Katherine Pierce,Katherine,Pierce,227.4197253,true
Wayne Keller,Wayne,Keller,146.35867,true
Steven Morgan,Steven,Morgan,11.67183166,
Zachary Thompson,Zachary,Thompson,205.68084330000002,true
Joel Clark,Joel,Clark,267.7132878,true
Matthew Gutierrez,Matthew,Gutierrez,20.37578051,
Stephanie Mcdonald,Stephanie,Mcdonald,3.4042079939999996,
Robert Heath,Robert,Heath,140.49656919999998,true
Lindsey Gonzalez,Lindsey,Gonzalez,50.65802478,
Deborah Olson,Deborah,Olson,261.01523280000004,true
Claire Reeves,Claire,Reeves,227.82165530000003,true
Brandy Watson,Brandy,Watson,114.5335307,true
Jason Wilson,Jason,Wilson,175.7981929,true
Heather Garcia,Heather,Garcia,57.18282876,
Kathleen Chavez,Kathleen,Chavez,262.816267,true
Samantha Shepard,Samantha,Shepard,112.5848392,true
Shaun Dougherty,Shaun,Dougherty,269.7757635,true
Amber Young,Amber,Young,207.4343409,true
Jonathan Wilkerson,Jonathan,Wilkerson,168.651313,true
Robert Rivas,Robert,Rivas,188.7133378,true
Anthony Moore,Anthony,Moore,250.68502859999998,true
Jeffrey Hill,Jeffrey,Hill,139.0495656,true
Michael Love,Michael,Love,240.61525120000002,true
Amber Stone,Amber,Stone,175.56056919999997,true
Crystal Fletcher,Crystal,Fletcher,259.5011926,true
Amy Roach,Amy,Roach,121.28342830000001,true
Christy Gilbert,Christy,Gilbert,71.84900147,
Caroline Grimes,Caroline,Grimes,275.30059239999997,true
David Oconnell,David,Oconnell,18.82123887,
Kayla Porter,Kayla,Porter,178.0897199,true
Phillip Stewart,Phillip,Stewart,87.33688942,
David Schneider,David,Schneider,263.09366239999997,true
Michael Porter,Michael,Porter,214.8778378,true
Timothy Jordan,Timothy,Jordan,135.2253002,true
Melissa Freeman,Melissa,Freeman,17.89046741,
Erica Richardson,Erica,Richardson,226.5853858,true
Jeanette Hood DVM,Jeanette,DVM,43.4796463,
Douglas Thompson,Douglas,Thompson,171.57406980000002,true
Jerry Torres,Jerry,Torres,159.57508180000002,true
Jason Harmon,Jason,Harmon,204.5606379,true
Donna Dixon,Donna,Dixon,174.0919863,true
Anthony Brady,Anthony,Brady,33.56976782,
Samantha Mendoza,Samantha,Mendoza,194.8151719,true
Stephanie King,Stephanie,King,229.79614840000002,true
Sara Carter,Sara,Carter,222.64211949999998,true
Alex Clay,Alex,Clay,275.36522260000004,true
Ryan Harrell,Ryan,Harrell,268.50477739999997,true
David Garcia,David,Garcia,212.55215719999998,true
Michael Nguyen,Michael,Nguyen,203.97770830000002,true
Kathy Leblanc,Kathy,Leblanc,159.2607525,true
Austin Andrade,Austin,Andrade,114.81542409999999,true
William Floyd,William,Floyd,212.1489194,true
Angela Hayden,Angela,Hayden,167.24461719999996,true
Renee Hodges,Renee,Hodges,283.64283670000003,true
Andrea Ray,Andrea,Ray,156.3466331,true
Samantha Miller,Samantha,Miller,151.4270331,true
Adrienne Tucker,Adrienne,Tucker,231.04097599999997,true
Johnny Lee,Johnny,Lee,226.58121459999998,true
Jeffrey Walter,Jeffrey,Walter,219.2037725,true
Anthony Rivera,Anthony,Rivera,163.0994582,true
Mary Whitehead,Mary,Whitehead,31.39642351,
Robert Williams,Robert,Williams,51.21438032,
Judy Johnson,Judy,Johnson,36.17274062,
Janet Kelly,Janet,Kelly,137.23695659999998,true
Angie Meyers,Angie,Meyers,6.161600357999999,
Sandra Lewis,Sandra,Lewis,282.63543710000005,true
Kim Brady,Kim,Brady,284.9139773,true
Sandra Houston,Sandra,Houston,41.29672973,
Kimberly Fox,Kimberly,Fox,237.7931575,true
James Daniel,James,Daniel,235.94215499999999,true
Sandra Ortiz,Sandra,Ortiz,14.37014646,
Jason Perez,Jason,Perez,164.290097,true
Nicole Perry,Nicole,Perry,276.6350839,true
Jonathan Barnes,Jonathan,Barnes,258.085263,true
Laura Sanford,Laura,Sanford,98.85035771,
Joseph Bryant,Joseph,Bryant,46.6432248,
Stephanie Thompson,Stephanie,Thompson,6.110999884,
Angela Smith,Angela,Smith,247.30965690000002,true
Brenda Cummings,Brenda,Cummings,170.64808190000002,true
Daniel Arnold,Daniel,Arnold,38.56789628,
Kristin Novak,Kristin,Novak,240.9787014,true
Thomas Williams,Thomas,Williams,28.59389716,
Robert Briggs,Robert,Briggs,146.14245259999998,true
Keith Craig,Keith,Craig,32.36689326,
Leslie Lambert,Leslie,Lambert,4.358674004,
Sergio Zuniga II,Sergio,II,88.29732122,
Joy Aguilar,Joy,Aguilar,87.70920938,
Gerald White,Gerald,White,25.86809775,
Robert Velasquez,Robert,Velasquez,166.7415196,true
Nicole Knight,Nicole,Knight,253.5629254,true
Michael Garcia,Michael,Garcia,77.592662,
Tyler Aguilar,Tyler,Aguilar,189.4240188,true
Jennifer Cox,Jennifer,Cox,214.08399139999997,true
Patrick Craig,Patrick,Craig,109.7774253,true
William Davis,William,Davis,230.6727985,true
Jessica Silva,Jessica,Silva,51.54011885,
Lauren Orozco,Lauren,Orozco,148.43624350000002,true
Destiny Johns,Destiny,Johns,29.87592516,
Kimberly Davis MD,Kimberly,MD,191.0202039,true
Andrea Collins,Andrea,Collins,120.35927009999999,true
James Tate,James,Tate,243.2886173,true
Kimberly Schneider,Kimberly,Schneider,225.6211411,true
Jennifer Smith,Jennifer,Smith,238.52775970000002,true
Jonathan Davis,Jonathan,Davis,99.92432545,
Michelle Ortega,Michelle,Ortega,4.451817194,
Stacey Walker,Stacey,Walker,252.65495519999996,true
Robert Thomas,Robert,Thomas,289.9493105,true
Adrian Cochran,Adrian,Cochran,240.25038999999998,true
Christian Mcintosh,Christian,Mcintosh,282.45624360000005,true
Deanna Torres,Deanna,Torres,168.74778,true
Lisa Lucero,Lisa,Lucero,102.07893440000001,true
Nicole Francis,Nicole,Francis,97.31872667,
Deborah Miller,Deborah,Miller,35.56153583,
Karen Boyd,Karen,Boyd,168.9221456,true
Danielle Johnson,Danielle,Johnson,294.5326349,true
James Hawkins MD,James,MD,283.30121030000004,true
Sarah Chapman,Sarah,Chapman,244.2598125,true
Suzanne Medina,Suzanne,Medina,44.77447505,
Jennifer Glass,Jennifer,Glass,38.76661087,
Stacy Willis,Stacy,Willis,264.7533347,true
Anna Mendoza,Anna,Mendoza,136.96293459999998,true
Danielle Cain,Danielle,Cain,65.54956096,
Carla Jones,Carla,Jones,48.46000784,
Jennifer Davis,Jennifer,Davis,72.76952456,
Matthew Diaz,Matthew,Diaz,82.23430227,
Julie Leon,Julie,Leon,244.6608187,true
Evan Page,Evan,Page,278.46639389999996,true
Matthew Valdez,Matthew,Valdez,258.03957330000003,true
Jared Myers,Jared,Myers,219.0452775,true
Jason Davis,Jason,Davis,115.0207405,true
William Valdez,William,Valdez,89.02384223,
April Owen,April,Owen,50.42365048,
